CHROMOSOME	START	END	ELEMENT	SYMBOL
1	95117355	95197607	ENSG00000152078	TLCD4
1	52943536	52943930	ENSG00000237279	H3P2
1	38043829	38046793	ENSG00000185668	POU3F1
1	89821014	89936611	ENSG00000171492	LRRC8D
1	101236865	101243713	ENSG00000170989	S1PR1
1	85018082	85048500	ENSG00000055732	MCOLN3
1	98077000	98077468	ENSG00000233557	NFU1P2
1	109113679	109206781	ENSG00000116299	ELAPOR1
1	94148988	94275068	ENSG00000137962	ARHGAP29
1	108502358	108503455	ENSG00000227832	ST13P21
1	95937901	96022890	ENSG00000237435	LINC02790
1	63593411	63660245	ENSG00000079739	PGM1
1	18107798	18378483	ENSG00000117154	IGSF21
1	52684449	52698347	ENSG00000162377	COA7
1	21459756	21460082	ENSG00000176378	PFN1P10
1	11674480	11691650	ENSG00000116670	MAD2L2
1	97394154	97420141	ENSG00000232542	DPYD-IT1
1	55222379	55223372	ENSG00000231095	GYG1P3
1	113979391	114035572	ENSG00000116774	OLFML3
1	47760528	47997385	ENSG00000269113	TRABD2B
1	93885199	93909456	ENSG00000023909	GCLM
1	91680343	91906335	ENSG00000069702	TGFBR3
1	115564601	115565432	ENSG00000232185	CNOT7P2
1	107964443	107994607	ENSG00000230489	VAV3-AS1
1	56538452	56538911	ENSG00000236776	RPL21P23
1	95061596	95067545	ENSG00000230427	ALG14-AS1
1	93924386	93924716	ENSG00000235794	MTND3P21
1	50174306	50175868	ENSG00000237337	ELAVL4-AS1
1	43389882	43454247	ENSG00000198198	SZT2
1	100627049	100640613	ENSG00000230402	LINC01349
1	113696831	113759489	ENSG00000116793	PHTF1
1	109711780	109775428	ENSG00000134201	GSTM5
1	109668022	109709551	ENSG00000213366	GSTM2
1	52993201	52993702	ENSG00000236360	RRAS2P1
1	101786340	101787219	ENSG00000183298	RPSAP19
1	100393033	100394026	ENSG00000234332	BCAS2P2
1	94529173	94541759	ENSG00000117525	F3
1	116775104	116775623	ENSG00000225079	FTH1P22
1	119047405	119064785	ENSG00000224238	WARS2-IT1
1	62975751	63022504	ENSG00000229537	LINC01739
1	101893105	101894047	ENSG00000162699	DNAJA1P5
1	121142051	121142438	ENSG00000268993	RPL22P6
1	100719742	100739045	ENSG00000162692	VCAM1
1	91642516	91644082	ENSG00000203914	HSP90B3P
1	51518309	51561629	ENSG00000227070	EPS15-AS1
1	113929324	113977869	ENSG00000163349	HIPK1
1	119439001	119446086	ENSG00000203858	HSD3BP2
1	109279556	109283186	ENSG00000134222	PSRC1
1	96254069	96374125	ENSG00000231987	LINC01787
1	97545701	97546958	ENSG00000228057	SEC63P1
1	47000898	47001087	ENSG00000261593	CYP4A27P
1	99472332	99600995	ENSG00000224445	LINC01708
1	93925406	93926072	ENSG00000229842	MTATP6P13
1	90510910	90533472	ENSG00000229201	LINC02787
1	100538139	100542021	ENSG00000181656	GPR88
1	95234210	95247225	ENSG00000122481	RWDD3
1	117367449	117528872	ENSG00000198162	MAN1A2
1	113011687	113073113	ENSG00000238198	LRIG2-DT
1	84811602	84893206	ENSG00000171517	LPAR3
1	116694112	116706603	ENSG00000203864	LINC02868
1	55915603	55944980	ENSG00000230250	LINC01753
1	97095923	97322955	ENSG00000232878	DPYD-AS1
1	112396214	112463456	ENSG00000143079	CTTNBP2NL
1	145509047	145520594	ENSG00000275064	PDE4DIPP5
1	109309568	109397918	ENSG00000134243	SORT1
1	119084998	119085954	ENSG00000223575	RBMX2P3
1	105587575	105618991	ENSG00000230768	LINC01676
1	84999147	85133138	ENSG00000162643	DNAI3
1	113924000	113929495	ENSG00000235527	HIPK1-AS1
1	117272182	117321336	ENSG00000235202	LINC01525
1	110031577	110074641	ENSG00000143093	STRIP1
1	113876816	113887581	ENSG00000188761	BCL2L15
1	76699789	76700538	ENSG00000226415	TPI1P1
1	108134043	108200849	ENSG00000085491	SLC25A24
1	98890245	99005032	ENSG00000117598	PLPPR5
1	109292365	109307011	ENSG00000221986	MYBPHL
1	111346600	111353013	ENSG00000173947	PIFO
1	108272943	108337853	ENSG00000241361	SLC25A24P1
1	95351251	95352676	ENSG00000230434	LINC01650
1	115048011	115089503	ENSG00000134198	TSPAN2
1	119462029	119463021	ENSG00000235595	GAPDHP23
1	98210747	98272658	ENSG00000226053	LINC01776
1	97585862	97586294	ENSG00000226128	RPL26P9
1	113073198	113132260	ENSG00000198799	LRIG2
1	109399042	109426448	ENSG00000143106	PSMA5
1	99969351	100035634	ENSG00000117620	SLC35A3
1	99850361	99924023	ENSG00000162688	AGL
1	110150494	110202202	ENSG00000197106	SLC6A17
1	119414931	119423035	ENSG00000203859	HSD3B2
1	113813811	113871753	ENSG00000134242	PTPN22
1	111353275	111367409	ENSG00000234020	CHIAP3
1	102876467	103108872	ENSG00000060718	COL11A1
1	119126539	119127291	ENSG00000236804	RPS3AP12
1	116713833	116714835	ENSG00000231072	GAPDHP64
1	103525691	103555239	ENSG00000185946	RNPC3
1	98661701	98760500	ENSG00000162627	SNX7
1	113894194	113905201	ENSG00000134262	AP4B1
1	101639509	101787572	ENSG00000226715	LINC01709
1	109213918	109238182	ENSG00000031698	SARS1
1	100896076	100981757	ENSG00000162695	SLC30A7
1	112956415	113047055	ENSG00000226419	SLC16A1-AS1
1	109687814	109709039	ENSG00000134184	GSTM1
1	120150898	120176520	ENSG00000265808	SEC22B
1	58643440	58700077	ENSG00000162601	MYSM1
1	47002995	47003148	ENSG00000261290	CYP4A44P
1	116909916	116990353	ENSG00000134247	PTGFRN
1	119467221	119473803	ENSG00000187481	HSD3BP1
1	114567557	114581629	ENSG00000116752	BCAS2
1	89995110	90035533	ENSG00000162664	ZNF326
1	147084616	147084756	ENSG00000286172	RNVU1-8
1	117111060	117122587	ENSG00000134253	TRIM45
1	58056133	58056480	ENSG00000223416	RPS26P15
1	143595216	143635641	ENSG00000179571	NBPF17P
1	105698039	105698218	ENSG00000227850	SEPTIN2P1
1	108375838	108410814	ENSG00000243967	NBPF5P
1	97796921	97798066	ENSG00000235777	DPYD-AS2
1	115641970	115698224	ENSG00000173218	VANGL1
1	90835660	90849472	ENSG00000285532	LINC02788
1	117549415	117549922	ENSG00000226755	VPS25P1
1	119327399	119356182	ENSG00000232650	LINC01780
1	117606048	117628389	ENSG00000183508	TENT5C
1	145670852	145708148	ENSG00000174827	PDZK1
1	147223554	147224348	ENSG00000236806	RPL7AP15
1	145572345	145607858	ENSG00000272150	NBPF25P
1	148271884	148280749	ENSG00000234283	LINC01731
1	120419850	120467739	ENSG00000270231	NBPF8
1	119434166	119435080	ENSG00000232780	GAPDHP74
1	150067279	150145329	ENSG00000136631	VPS45
1	110082688	110109719	ENSG00000258673	LINC01397
1	113576757	113576899	ENSG00000238256	MTND5P20
1	145738868	145824095	ENSG00000265491	RNF115
1	114854863	114995370	ENSG00000198765	SYCP1
1	151197949	151249536	ENSG00000143398	PIP5K1A
1	117863485	117929621	ENSG00000196505	GDAP2
1	150321479	150353233	ENSG00000117360	PRPF3
1	116739981	116742609	ENSG00000223489	NEFHP1
1	113905213	113914086	ENSG00000118655	DCLRE1B
1	117640812	117641639	ENSG00000213262	VDAC2P3
1	104153306	104153830	ENSG00000228347	FTLP17
1	146472566	146914294	ENSG00000276975	HYDIN2
1	111380291	111380571	ENSG00000236012	HIGD1AP12
1	115029826	115034302	ENSG00000134200	TSHB
1	151402724	151459494	ENSG00000143442	POGZ
1	103100143	103100704	ENSG00000234257	SOD2P1
1	150268200	150280916	ENSG00000118292	C1orf54
1	117929720	117966543	ENSG00000065183	WDR3
1	150149183	150164720	ENSG00000023902	PLEKHO1
1	121396754	121463508	ENSG00000227082	LINC02798
1	118614333	118615646	ENSG00000226126	PSMC1P12
1	115976513	116070054	ENSG00000163393	SLC22A15
1	151156664	151170296	ENSG00000163156	SCNM1
1	152302165	152325239	ENSG00000143631	FLG
1	110059870	110070672	ENSG00000156150	ALX3
1	117138229	117138609	ENSG00000228453	RPS15AP9
1	115836377	115843917	ENSG00000177551	NHLH2
1	114392790	114511203	ENSG00000197323	TRIM33
1	121118195	121118610	ENSG00000213244	H3P4
1	152168125	152445456	ENSG00000237975	FLG-AS1
1	148808181	149048286	ENSG00000178104	PDE4DIP
1	100345001	100520277	ENSG00000079335	CDC14A
1	110871188	110899922	ENSG00000143119	CD53
1	113125321	113126883	ENSG00000237278	RLIMP2
1	113856635	113901237	ENSG00000226167	AP4B1-AS1
1	150265399	150269580	ENSG00000117362	APH1A
1	121502344	121503891	ENSG00000233432	MTIF2P1
1	152348735	152360006	ENSG00000143520	FLG2
1	121184811	121392874	ENSG00000171943	SRGAP2C
1	117953590	118185228	ENSG00000155761	SPAG17
1	150282543	150287093	ENSG00000159208	CIART
1	121360156	121398806	ENSG00000230806	SRGAP2-AS1
1	117060326	117107453	ENSG00000116830	TTF2
1	153457744	153460651	ENSG00000143556	S100A7
1	96418594	96418933	ENSG00000234422	UBE2WP1
1	153330120	153348841	ENSG00000163218	PGLYRP4
1	119219314	119220096	ENSG00000227056	RPL6P2
1	153789030	153923360	ENSG00000143614	GATAD2B
1	110165948	110172489	ENSG00000227091	SLC6A17-AS1
1	153678688	153693992	ENSG00000169418	NPR1
1	115856910	115857819	ENSG00000214204	HNRNPA1P43
1	113390515	113685923	ENSG00000081026	MAGI3
1	114468315	114469282	ENSG00000225650	EIF2S2P5
1	111382860	111391819	ENSG00000227179	PGBP
1	110208834	110209987	ENSG00000224965	LINC02586
1	115904855	115931616	ENSG00000228127	LINC01649
1	153437058	153439949	ENSG00000197364	S100A7L2
1	110112443	110113947	ENSG00000186150	UBL4B
1	153774354	153780157	ENSG00000143554	SLC27A3
1	151070578	151125542	ENSG00000143458	GABPB2
1	150257251	150265078	ENSG00000118298	CA14
1	154321090	154325325	ENSG00000143595	AQP10
1	157830911	157898256	ENSG00000073754	CD5L
1	153390032	153391073	ENSG00000143546	S100A8
1	95474737	95479356	ENSG00000233907	LINC01761
1	105433994	105434821	ENSG00000225036	CDK4P1
1	109828355	109871436	ENSG00000228420	LINC01768
1	151364304	151372707	ENSG00000143416	SELENBP1
1	147175351	147243050	ENSG00000131781	FMO5
1	147099482	147124285	ENSG00000283342	NBPF13P
1	119368946	119370331	ENSG00000230921	HAO2-IT1
1	112363281	112363581	ENSG00000234388	TXNP3
1	153717303	153718347	ENSG00000235015	GEMIN2P1
1	157273760	157283968	ENSG00000271736	LINC02772
1	151111912	151112728	ENSG00000233717	RPS29P29
1	148402516	148432545	ENSG00000231551	PDE4DIPP6
1	153357854	153361023	ENSG00000163220	S100A9
1	153396591	153396771	ENSG00000224784	S100A15A
1	158175850	158177755	ENSG00000227295	ELL2P1
1	151159748	151165948	ENSG00000163155	LYSMD1
1	154697455	154870281	ENSG00000143603	KCNN3
1	120432204	120434052	ENSG00000270392	PFN1P2
1	88829102	88829419	ENSG00000241975	ELOCP19
1	160400564	160428670	ENSG00000162738	VANGL2
1	117778087	117778506	ENSG00000228217	PNRC2P1
1	153992685	154155116	ENSG00000143552	NUP210L
1	114582848	114670422	ENSG00000175984	DENND2C
1	153217584	153219310	ENSG00000203783	PRR9
1	154155304	154194648	ENSG00000143549	TPM3
1	116754430	116769229	ENSG00000116824	CD2
1	143499187	143500512	ENSG00000235887	LINC02799
1	106818224	106865316	ENSG00000237460	LINC01661
1	63367575	63438553	ENSG00000088035	ALG6
1	68474152	68497221	ENSG00000024526	DEPDC1
1	114535995	114537840	ENSG00000236480	PKMP1
1	101270875	101271363	ENSG00000173810	PPIAP7
1	159581620	159582648	ENSG00000271890	OR10AE1P
1	148295180	148297556	ENSG00000238107	LINC02806
1	121087345	121097161	ENSG00000198019	FCGR1B
1	157861197	157861460	ENSG00000227425	MRPS21P2
1	115556826	115557475	ENSG00000229101	ELOCP20
1	109810642	109810998	ENSG00000224927	NDUFA5P10
1	158127287	158128301	ENSG00000288460	SMIM42
1	145607988	145670650	ENSG00000117262	GPR89A
1	153259687	153262124	ENSG00000203782	LORICRIN
1	154199085	154206333	ENSG00000163263	C1orf189
1	153728050	153774808	ENSG00000143624	INTS3
1	114837227	114851453	ENSG00000227970	NR1H5P
1	153373711	153375621	ENSG00000163221	S100A12
1	88852633	88891944	ENSG00000137947	GTF2B
1	93926615	93927569	ENSG00000236689	MTCO2P21
1	173183731	173207331	ENSG00000117586	TNFSF4
1	162378841	162386812	ENSG00000239887	C1orf226
1	153416520	153423222	ENSG00000184330	S100A7A
1	100941017	100941995	ENSG00000230946	HNRNPA1P68
1	143619994	143620527	ENSG00000226028	PFN1P12
1	160081538	160090563	ENSG00000162728	KCNJ9
1	109910242	109930992	ENSG00000184371	CSF1
1	106802755	106803427	ENSG00000233449	MTATP6P14
1	143487772	143488353	ENSG00000242943	NKAIN1P1
1	54887563	54888850	ENSG00000233203	DHCR24-DT
1	157724180	157725020	ENSG00000232366	VDAC1P9
1	151510510	151538692	ENSG00000143375	CGN
1	148156139	148186980	ENSG00000232265	LINC02805
1	151156649	151159749	ENSG00000163154	TNFAIP8L2
1	154220179	154271510	ENSG00000143569	UBAP2L
1	166566178	166580705	ENSG00000238087	FMO8P
1	147082338	147083578	ENSG00000230832	SSBL4P
1	116532936	116534092	ENSG00000177173	NAP1L4P1
1	146321214	146401647	ENSG00000277406	SEC22B4P
1	165215951	165219104	ENSG00000238022	LMX1A-AS1
1	101323337	101390303	ENSG00000231671	LINC01307
1	160091340	160098943	ENSG00000162729	IGSF8
1	167916675	167937072	ENSG00000143158	MPC2
1	153379821	153380799	ENSG00000237008	LAPTM4BP1
1	95117923	95247225	ENSG00000271092	TLCD4-RWDD3
1	160485030	160523262	ENSG00000162739	SLAMF6
1	108383736	108421295	ENSG00000238118	SLC25A24P2
1	166763334	166792767	ENSG00000232148	FMO11P
1	147258885	147517875	ENSG00000278811	LINC00624
1	145719471	145739288	ENSG00000117281	CD160
1	169662007	169854080	ENSG00000000460	C1orf112
1	166057426	166167001	ENSG00000188859	FAM78B
1	158930796	158977059	ENSG00000163564	PYHIN1
1	183023420	183145592	ENSG00000135862	LAMC1
1	158178030	158186427	ENSG00000158473	CD1D
1	165631213	165661796	ENSG00000143198	MGST3
1	153427020	153428401	ENSG00000203781	S100A7P1
1	160190575	160201886	ENSG00000143318	CASQ1
1	157513377	157552515	ENSG00000143297	FCRL5
1	160343316	160358952	ENSG00000162736	NCSTN
1	172659103	172666876	ENSG00000117560	FASLG
1	189775465	189814918	ENSG00000232212	LINC01701
1	162373203	162376854	ENSG00000171722	SPATA46
1	153661788	153671028	ENSG00000143621	ILF2
1	168178962	168202109	ENSG00000143155	TIPRL
1	169132531	169367948	ENSG00000143156	NME7
1	167630093	167708696	ENSG00000198771	RCSD1
1	187563061	187564131	ENSG00000225462	FDPSP1
1	175315194	175743616	ENSG00000116147	TNR
1	168225938	168253021	ENSG00000213064	SFT2D2
1	166081183	166087483	ENSG00000203307	FAM78B-AS1
1	165827614	165911618	ENSG00000143179	UCK2
1	160024953	160031990	ENSG00000143315	PIGM
1	179025804	179076567	ENSG00000116199	FAM20B
1	190624890	190801658	ENSG00000231175	LINC01720
1	168540768	168543997	ENSG00000143185	XCL2
1	179968686	179969506	ENSG00000235145	RPSAP16
1	180154869	180204030	ENSG00000116260	QSOX1
1	89820174	89820868	ENSG00000272931	LRRC8D-DT
1	167220876	167427345	ENSG00000143190	POU2F1
1	166796266	166797183	ENSG00000232223	CNN2P10
1	169921326	170085208	ENSG00000075945	KIFAP3
1	179365720	179554735	ENSG00000162779	AXDND1
1	183138402	183141282	ENSG00000224468	LAMC1-AS1
1	175538775	175556818	ENSG00000235628	TNR-IT1
1	106804474	106806032	ENSG00000232551	MTCO1P14
1	172748560	172749502	ENSG00000229785	SLC25A38P1
1	118883046	118989556	ENSG00000092607	TBX15
1	168210616	168210969	ENSG00000237049	RPL34P1
1	160317403	160317706	ENSG00000235082	SUMO1P3
1	160678746	160711831	ENSG00000117091	CD48
1	169990067	169990196	ENSG00000235378	MRPS10P1
1	160288594	160343273	ENSG00000122218	COPA
1	165400922	165445355	ENSG00000143171	RXRG
1	175877343	175880468	ENSG00000224718	LINC01657
1	186311652	186375693	ENSG00000047410	TPR
1	160115759	160143591	ENSG00000018625	ATP1A2
1	169792529	169794963	ENSG00000171806	METTL18
1	160266340	160267225	ENSG00000224261	RPSAP18
1	162395268	162412138	ENSG00000198574	SH2D1B
1	191221159	191228467	ENSG00000233882	LINC01680
1	111290851	111320566	ENSG00000134216	CHIA
1	165497724	165498348	ENSG00000230748	PRELID1P7
1	177928788	178038007	ENSG00000254154	CRYZL2P-SEC16B
1	100872372	100895179	ENSG00000162694	EXTL2
1	160215715	160262549	ENSG00000132716	DCAF8
1	168245565	168247343	ENSG00000214262	ANKRD36BP1
1	157993273	158100262	ENSG00000183853	KIRREL1
1	150218417	150236156	ENSG00000143401	ANP32E
1	200623896	200669907	ENSG00000118197	DDX59
1	184790724	184974508	ENSG00000135842	NIBAN1
1	223856579	223857387	ENSG00000227621	PHBP11
1	211829636	211853703	ENSG00000229258	LPGAT1-AS1
1	167519536	167520586	ENSG00000227776	AKR1D1P1
1	178006136	178037950	ENSG00000242193	CRYZL2P
1	91534666	91535593	ENSG00000241318	WDR82P2
1	91023919	91024804	ENSG00000232393	RPL5P6
1	180230264	180278984	ENSG00000121454	LHX4
1	35930718	36072500	ENSG00000126070	AGO3
1	148772640	148784594	ENSG00000275140	SEC22B3P
1	159535078	159536007	ENSG00000184155	OR10J5
1	183186238	183245127	ENSG00000058085	LAMC2
1	223863726	223864851	ENSG00000188460	ACTBP11
1	200669507	200694250	ENSG00000260088	DDX59-AS1
1	116514534	116571039	ENSG00000116815	CD58
1	164921318	164921629	ENSG00000225487	RPL35AP7
1	179447578	179448440	ENSG00000224620	MEF2AP1
1	203903723	203904013	ENSG00000232917	HSPE1P6
1	194188967	194190342	ENSG00000233057	EEF1A1P14
1	192809039	192812275	ENSG00000116741	RGS2
1	175297080	175297240	ENSG00000233946	RPS29P4
1	207088860	207099993	ENSG00000123843	C4BPB
1	167052836	167166479	ENSG00000143167	GPA33
1	168576605	168582069	ENSG00000143184	XCL1
1	179829609	179836124	ENSG00000231966	LINC02818
1	184999710	185008789	ENSG00000260976	LINC01633
1	223947605	223950416	ENSG00000233771	CICP5
1	160367071	160372846	ENSG00000171786	NHLH1
1	160670148	160670979	ENSG00000235101	SETP9
1	191823432	192011260	ENSG00000228215	LINC02770
1	159998651	160070160	ENSG00000177807	KCNJ10
1	207104233	207144972	ENSG00000123838	C4BPA
1	196652043	196747504	ENSG00000000971	CFH
1	223992743	224010612	ENSG00000185495	SEPTIN7P13
1	214051194	214187773	ENSG00000283518	LINC02775
1	163266576	163355764	ENSG00000143228	NUF2
1	227506182	227508292	ENSG00000235827	TUBB8P9
1	205568885	205602918	ENSG00000174514	MFSD4A
1	168280877	168314426	ENSG00000143178	TBX19
1	168055901	168056422	ENSG00000224837	GCSHP5
1	200027614	200177420	ENSG00000116833	NR5A2
1	167219831	167220512	ENSG00000272205	POU2F1-DT
1	175904762	175921057	ENSG00000227740	LINC02803
1	182641816	182684576	ENSG00000135824	RGS8
1	169849631	169894267	ENSG00000000457	SCYL3
1	221701424	221742089	ENSG00000143507	DUSP10
1	158025550	158031166	ENSG00000226520	KIRREL1-IT1
1	144227029	144250326	ENSG00000232527	LINC02802
1	168449672	168451211	ENSG00000215833	QRSL1P1
1	235957879	235971825	ENSG00000229291	LINC02768
1	153203430	153205120	ENSG00000203784	LELP1
1	183248237	183418380	ENSG00000157064	NMNAT2
1	147203276	147204932	ENSG00000226015	CCT8P1
1	238476542	238486060	ENSG00000215808	LINC01139
1	234391313	234479179	ENSG00000059588	TARBP1
1	243029512	243052252	ENSG00000231512	SEPTIN14P21
1	167529117	167553805	ENSG00000143162	CREG1
1	203954640	203955780	ENSG00000237379	CBX1P3
1	120489860	120701289	ENSG00000275131	PDE4DIPP2
1	160796074	160828261	ENSG00000122224	LY9
1	179591613	179691272	ENSG00000162782	TDRD5
1	170211010	170211457	ENSG00000238051	ISCUP1
1	246724409	246768137	ENSG00000143653	SCCPDH
1	179954773	180114875	ENSG00000135837	CEP350
1	209785617	209806175	ENSG00000117595	IRF6
1	205597556	205632011	ENSG00000158711	ELK4
1	191146025	191146961	ENSG00000228020	HNRNPA1P46
1	228687415	228687826	ENSG00000234975	FTH1P2
1	246540561	246566261	ENSG00000162851	TFB2M
1	219173869	219212865	ENSG00000143353	LYPLAL1
1	167721192	167791919	ENSG00000197965	MPZL1
1	211940399	212035557	ENSG00000143493	INTS7
1	175921975	175922145	ENSG00000230777	RPS29P5
1	244454377	244641177	ENSG00000179397	CATSPERE
1	209232196	209233419	ENSG00000224540	TFDP1P1
1	173477330	173488815	ENSG00000117592	PRDX6
1	235327350	235344532	ENSG00000152904	GGPS1
1	236348257	236502915	ENSG00000186197	EDARADD
1	166474745	166481565	ENSG00000230231	FMO7P
1	246755511	246755832	ENSG00000228879	RPL35AP6
1	221819842	221840717	ENSG00000227925	LINC01655
1	190097658	190478404	ENSG00000162670	BRINP3
1	209267798	209268223	ENSG00000225712	ATP5MC2P1
1	165201867	165356715	ENSG00000162761	LMX1A
1	167809386	167914215	ENSG00000143199	ADCY10
1	182054570	182061712	ENSG00000179930	ZNF648
1	169722640	169764705	ENSG00000007908	SELE
1	217426992	217631090	ENSG00000092978	GPATCH2
1	214281102	214337131	ENSG00000143499	SMYD2
1	157573747	157598085	ENSG00000163518	FCRL4
1	169690665	169711702	ENSG00000188404	SELL
1	164769116	164774641	ENSG00000233693	PBX1-AS1
1	244598391	244598687	ENSG00000227735	CYCSP5
1	168695468	168729206	ENSG00000143196	DPT
1	237940762	237941061	ENSG00000283174	MTCO1P38
1	95310928	95318263	ENSG00000228504	LINC01760
1	207165496	207183910	ENSG00000224462	C4BPAP1
1	223538007	223665723	ENSG00000203697	CAPN8
1	228735479	228746664	ENSG00000116574	RHOU
1	179082070	179098023	ENSG00000186283	TOR3A
1	157674321	157700769	ENSG00000160856	FCRL3
1	170115636	170116576	ENSG00000224896	SIGLEC30P
1	166022215	166023027	ENSG00000226292	RPS3AP10
1	185045526	185102603	ENSG00000121481	RNF2
1	209325392	209328535	ENSG00000227940	LINC01696
1	182712862	182714544	ENSG00000227181	LINC01688
1	202724495	202808487	ENSG00000117139	KDM5B
1	163111121	163321791	ENSG00000143248	RGS5
1	243049782	243051619	ENSG00000278455	CICP21
1	157745733	157777132	ENSG00000132704	FCRL2
1	217631324	217871696	ENSG00000162814	SPATA17
1	234527887	234531803	ENSG00000231768	LINC01354
1	170662728	170739421	ENSG00000116132	PRRX1
1	221880981	221978523	ENSG00000238042	LINC02257
1	185296388	185317273	ENSG00000116679	IVNS1ABP
1	219409039	219459369	ENSG00000228536	LYPLAL1-AS1
1	204141404	204143327	ENSG00000230550	ERLNC1
1	223644110	223644383	ENSG00000227002	SNRPEP10
1	56929207	56966140	ENSG00000021852	C8B
1	176857302	177164973	ENSG00000152092	ASTN1
1	166665885	166682196	ENSG00000234984	FMO10P
1	209367662	209380518	ENSG00000231648	LINC01698
1	238491358	238492644	ENSG00000215149	KRT18P32
1	219199914	219200567	ENSG00000225920	RIMKLBP2
1	212035553	212107400	ENSG00000143476	DTL
1	185118101	185157072	ENSG00000121486	TRMT1L
1	221966341	221984964	ENSG00000228437	LINC02474
1	209686178	209734949	ENSG00000117594	HSD11B1
1	243056307	243101744	ENSG00000214837	LINC01347
1	179293714	179358680	ENSG00000057252	SOAT1
1	217781198	217785120	ENSG00000234070	SPATA17-AS1
1	216072465	216086917	ENSG00000233620	USH2A-AS2
1	212686417	212699840	ENSG00000123685	BATF3
1	238777049	238779200	ENSG00000224783	MIPEPP2
1	246566444	246668595	ENSG00000162852	CNST
1	185071567	185072035	ENSG00000232792	FTH1P25
1	207225798	207229202	ENSG00000232621	C4BPAP2
1	204073115	204127743	ENSG00000143842	SOX13
1	171345105	171345307	ENSG00000268062	SRP14P4
1	235975830	236065109	ENSG00000116962	NID1
1	222010825	222064773	ENSG00000232679	LINC01705
1	203305491	203309602	ENSG00000159388	BTG2
1	212051524	212052006	ENSG00000220749	RPL21P28
1	209744373	209745214	ENSG00000236136	ADORA2BP1
1	227563543	227677443	ENSG00000181450	ZNF678
1	246771837	246839611	ENSG00000223519	KIF28P
1	175010789	175023425	ENSG00000120333	MRPS14
1	173500460	173603072	ENSG00000162753	SLC9C2
